Name,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,SuperPowers,Universe,Alignment,Gender
A.M.A.Z.O.,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Abra Kadabra,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Agent Liberty,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Alex Danvers,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Alice,75,1,1,10,10,70,1,"Insanity,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Weapons Master,Swordsmanship",Arrowverse - DC Television Universe,,
Allegra Garcia,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Alura In-Ze,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Amenadiel (Power Of God),100,100,7,100,100,100,7,"Nigh-Omnipotence,Nigh-Omnipresence,Nigh-Omniscience",Arrowverse - DC Television Universe,Good,Male
Amenadiel,100,25,50,25,80,100,4,"Accelerated Healing,Adaptation,Agility,Angel Physiology,Cold Resistance,Dimensional Travel,Divine Powers,Divinity,Durability,Enhanced Senses,Enhanced Sight,Fire Resistance,Flight,Heal,Immortality,Intelligence,Invulnerability,Levitation,Longevity,Master Martial Artist,Mind Control Resistance,Nigh-Omniscience,Possession Resistance,Pressure Points,Radiation Immunity,Reflexes,Regeneration,Resurrection,Stamina,Super Speed,Super Strength,Time Manipulation,Time Manipulation Resistance,Toxin and Disease Resistance,Will Of God,Wing Manifestation,Curse Manipulation,Dimensional Awareness,Endurance,Love Inducement,Shapeshifting,Soul Manipulation",Arrowverse - DC Television Universe,Good,Male
Amunet Black,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Anarky,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Anatoly Knyazev,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Neutral,Male
Andrea Rojas,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Andy Diggle,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Anne Marie Flynn,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Anti-Monitor,100,100,7,100,100,80,7,"Absorption,Accelerated Healing,Agility,Antimatter Manipulation,Cold Resistance,Electricity Resistance,Energy Absorption,Energy Manipulation,Energy Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Fire Resistance,Flight,Force Fields,Gravity Control,Heat Generation,Heat Resistance,Immortality,Intelligence,Invulnerability,Levitation,Master Tactician,Possession Resistance,Power Absorption,Power Bestowal,Projection,Radiation Immunity,Reality Warping Resistance,Regeneration,Soul Resistance,Stamina,Statistics Amplification,Super Speed,Super Strength,Telekinesis,Telepathy Resistance,Teleportation,Time Manipulation Resistance,Toxin and Disease Resistance,Weapons Master,Corruption Resistance,Creation,Curse Resistance,Dexterity,Dimensional Travel,Endurance,Existence Erasure,Existence Erasure Resistance,Illusion Resistance,Large Size,Magic Resistance,Master Martial Artist,Mind Control Resistance,Portal Creation,Possession,Power Nullifier,Precognition,Reality Warping,Self-Sustenance,Size Changing,Summoning,Telepathy",Arrowverse - DC Television Universe,Bad,Male
Arsenal,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Artemis,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Female
Artemis Crock,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Astra,60,100,100,90,90,75,3,"Accelerated Healing,Adaptation,Agility,Flight,Invulnerability,Master Martial Artist,Super Breath,Super Speed,Super Strength,Vision - Heat,Vision - X-Ray",Arrowverse - DC Television Universe,,
Astra Logue,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Atom Smasher,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Atropos,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Ava Sharpe,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Azrael,100,25,50,25,70,100,4,"Angel Physiology,Cold Resistance,Death Manipulation,Death Touch,Dimensional Travel,Divine Powers,Divinity,Electricity Resistance,Fire Resistance,Flight,Heat Resistance,Immortality,Invisibility,Invulnerability,Levitation,Nigh-Omniscience,Possession Resistance,Super Speed,Super Strength,Time Manipulation Resistance,Toxin and Disease Resistance,Weapons Master,Wing Manifestation,Enhanced Senses,Reflexes,Shapeshifting,Swordsmanship",Arrowverse - DC Television Universe,Neutral,Female
Baron Reiter,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Batwing,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Batwoman,70,5,11,10,15,75,1,"Disguise Mastery,Longevity,Master Martial Artist,Reflexes,Stamina,Stealth,Vehicular Mastery,Weapons Master,Acrobatics,Dexterity,Master Tactician",Arrowverse - DC Television Universe,Good,Female
Batwoman II,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Beelzebub,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Behrad Tarazi,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Belial,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Bizarro-Girl,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Black Canary II,60,6,6,10,30,70,1,"Peak Human Condition,Stamina,Acrobatics,Agility,Sonic Scream,Stealth,Marksmanship,Master Martial Artist,Reflexes",Arrowverse - DC Television Universe,Good,Female
Black Flash,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Black Lightning,75,10,11,15,35,70,1,"Creation,Dexterity,Electricity Absorption,Electricity Resistance,Electro-Magnetism Manipulation,Electrokinesis,Enhanced Senses,Heat Generation,Longevity,Master Martial Artist,Master Tactician,Reflexes,Stamina,Stealth,Weapons Master,Acrobatics,Camouflage,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Sight,Force Fields,Heat Resistance,Jump,Memory Manipulation,Sound Manipulation,Telekinesis,Accelerated Healing,Flight,Regeneration",Arrowverse - DC Television Universe,Good,Male
Black Pirate,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Black Siren (Earth Two),70,10,11,10,20,80,1,"Acrobatics,Dexterity,Endurance,Enhanced Senses,Longevity,Master Martial Artist,Reflexes,Sonic Scream,Sound Manipulation,Stamina,Vehicular Mastery,Weapons Master,Master Tactician",Arrowverse - DC Television Universe,Good,Female
Blackout,65,6,6,25,35,45,1,"Agility,Berserk Mode,Electricity Absorption,Bloodlust,Electrokinesis,Enhanced Senses",Arrowverse - DC Television Universe,Bad,Male
Blackstar,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Bloodsport,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Bloodwork,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Brainwave,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Breacher,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Brick,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Brother Blood,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Bug Eyed Bandit,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Canary,45,6,6,5,10,45,1,"Acrobatics,Agility,Audio Control,Hunters Instinct,Master Martial Artist,Pressure Points,Sonic Scream,Weapon-based Powers,Weapons Master,Dexterity,Homing Attack,Marksmanship,Master Tactician,Mechanical Aptitude,Reflexes,Stealth",Arrowverse - DC Television Universe,,
Captain Boomerang,55,25,25,25,25,70,1,"Master Martial Artist,Master Tactician,Weapon-based Powers,Weapons Master",Arrowverse - DC Television Universe,Bad,Male
Captain Cold,0,0,0,0,0,0,0,"Marksmanship,Master Martial Artist,Master Tactician",Arrowverse - DC Television Universe,Neutral,Male
Captain Luthor,55,75,55,35,60,65,3,"Durability,Intelligence,Reflexes,Stamina,Super Speed,Super Strength,Agility,Cold Resistance,Electricity Resistance,Endurance,Energy Beams,Energy Blasts,Energy Manipulation,Energy Resistance,Enhanced Senses,Enhanced Sight,Explosion Manipulation,Fire Resistance,Flight,Heat Generation,Heat Resistance,Homing Attack,Indomitable Will,Invulnerability,Jump,Marksmanship,Master Tactician,Sound Manipulation,Stealth,Vision - Night,Vision - Telescopic,Vision - Thermal,Vision - X-Ray,Weapon-based Powers,Weapons Master,Acrobatics,Dexterity,Illumination,Information Analysis,Shockwaves Generation",Arrowverse - DC Television Universe,Good,Male
Carson Williams,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Cat Grant,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Chas Chandler,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Chillblaine,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
China White,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Chloe Decker (The Key),55,6,6,20,60,55,4,"Angel Physiology,Durability,Information Analysis,Intelligence,Peak Human Condition,Stamina,Super Strength,Acrobatics,Agility,Dexterity,Empathy,Endurance,Indomitable Will,Marksmanship,Master Martial Artist,Master Tactician,Preparation,Reflexes,Bloodlust,Pain Suppression",Arrowverse - DC Television Universe,Good,Female
Chronos,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Cicada,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Cicada II,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Citizen Steel,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Clive Yorkin,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Clock King (William Tockman),0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Clotho,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Cluemaster,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Commander Steel,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Connor Hawke,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Constantine,75,5,11,20,40,70,2,"Banish,Dimensional Travel,Exorcism,Fire Control,Holy Manipulation,Magic,Master Martial Artist,Necromancy,Sleep Manipulation,Social Influencing,Soul Manipulation,Stamina,Summoning,Telekinesis,Agility,Attack Reflection,Death Manipulation,Dexterity,Endurance,Energy Manipulation,Enhanced Senses,Extrasensory Perception,Fear Manipulation,Force Fields,Heat Generation,Illusions,Life Manipulation,Magic Resistance,Master Tactician,Possession Resistance,Power Bestowal,Power Nullifier,Reflexes,Sealing,Swordsmanship,Teleportation,Transformation,Transmutation,Weapons Master",Arrowverse - DC Television Universe,Good,Male
Constantine Drakon,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Count Vertigo,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Cupid,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Cyborg Superman,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Damien Darhk,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Damien Darhk(Idol Full Power),0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Dark Archer,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Neutral,Male
Dark Arrow,25,1,1,25,0,60,1,"Acrobatics,Peak Human Condition,Stamina,Emotional Power Up,Endurance,Jump,Weapons Master",Arrowverse - DC Television Universe,,
Dark Flash,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Deathstroke,60,25,19,25,10,95,1,"Durability,Intelligence,Stamina,Accelerated Healing,Agility,Dexterity,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Heat Resistance,Longevity,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Stealth,Toxin and Disease Resistance,Weapon-based Powers,Weapons Master,Cold Resistance",Arrowverse - DC Television Universe,Bad,Male
Deathstroke II,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Deon Owens,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Detective Chloe Decker,55,6,5,6,5,45,1,"Intelligence,Stamina,Agility,Blessed,Divine Powers,Mind Control Resistance,Reflexes,Jump,Master Martial Artist,Weapon-based Powers",Arrowverse - DC Television Universe,Good,Female
Detective Espinosa,50,5,5,5,10,30,1,"Stamina,Endurance,Weapon-based Powers,Agility,Master Martial Artist,Stealth",Arrowverse - DC Television Universe,,
Detective West,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Doctor Alchemy,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Doctor Mid-Nite,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Dollmaker,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Double Down,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Dr. Shiro Ito,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Dragon,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Dreamer,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Eclipso,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Ella Lopez,75,6,6,8,5,15,1,"Empathy,Hope Inducement,Indomitable Will,Intelligence,Love Inducement,Agility",Arrowverse - DC Television Universe,,
Elongated Man,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Emiko Queen,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Eradicator,75,100,80,50,75,70,4,"Accelerated Healing,Aura,Cold Resistance,Cryokinesis,Durability,Endurance,Energy Resistance,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Flight,Force Fields,Heat Resistance,Intelligence,Jump,Longevity,Mind Transfer,Reflexes,Stamina,Super Speed,Super Strength,Vision - X-Ray,Absorption,Agility,Electrokinesis,Energy Beams,Energy Blasts,Energy Manipulation,Heat Generation,Illumination,Indomitable Will,Invulnerability,Marksmanship,Master Tactician,Mind Control,Mind Control Resistance,Power Augmentation,Power Bestowal,Radiation Immunity,Regeneration,Stealth,Toxin and Disease Resistance,Vision - Heat,Vision - Microscopic,Vision - Night,Vision - Telescopic,Interstellar Travel,Master Martial Artist,Telekinesis",Arrowverse - DC Television Universe,,
Eve,75,1,7,7,0,85,1,"Marksmanship,Master Martial Artist,Age Manipulation",Arrowverse - DC Television Universe,Good,
Felicity Smoak,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Fiddler,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Firefly,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Firestorm,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
First Of The Fallen,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Floronic Man,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Fuerza,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Gabriel,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Gambler,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Gary Green,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Geomancer,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Girder,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Giselle Cutter,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Goddess Of All Creation,100,100,7,100,100,40,7,"Nigh-Omnipotence,Nigh-Omnipresence,Nigh-Omniscience",Arrowverse - DC Television Universe,Good,Female
Godspeed,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Golden Glider,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Neutral,Female
Gridlock,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Guardian,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Guardian II,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Gypsy,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Hanjobadiel,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Harbinger,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Harrison Wells,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Heat Wave,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Hourman,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Human Target,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Hush,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Icicle,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Impulse (CW),0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Indigo,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Iris West,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Jack,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Jade,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Jesse Quick,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Jim Corrigan,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Joe Wilson,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
John Deegan,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Jonathan Kent,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Jordan Kent,50,25,25,25,25,5,2,"Durability,Heal,Stamina,Super Speed,Super Strength,Super Breath,Vision - Heat",Arrowverse - DC Television Universe,Good,Male
Kane Wolfman,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Kara Fowdy,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Katana,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Kid Flash,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Kilgore,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
King,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
King Shark,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Komodo,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Konstantin Kovar,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Lachesis,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Lady Vic,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Female
Lena Luthor (Magic),0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Leslie Larr,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Lightning,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Linda Park,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Looker,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Lucifer Morningstar (Flaming Sword),100,6,7,35,100,100,7,"Antimatter Manipulation,Creation,Dimensional Travel,Fear Manipulation,Nigh-Omnipresence,Nigh-Omniscience,Portal Creation,Regeneration,Resurrection,Shapeshifting,Soul Manipulation,Super Speed,Super Strength,Supernatural Condition,Supreme Power,Air Control,Fear Inducement,Flight,Mind Control,Necromancy,Super Breath,Technopath/Cyberpath,Telekinesis,Telepathy,Toxin and Disease Control",Arrowverse - DC Television Universe,Neutral,Male
Lucifer Morningstar,100,30,50,35,80,100,2,"Accelerated Healing,Angel Physiology,Cold Resistance,Creation,Dimensional Travel,Durability,Enhanced Senses,Exorcism,Fear Inducement,Fear Manipulation,Fire Resistance,Flight,Heat Resistance,Hellfire Resistance,Immortality,Intelligence,Invulnerability,Magic Resistance,Master Martial Artist,Master Tactician,Mind Control Resistance,Necromancy,Radiation Immunity,Reflexes,Resurrection,Shapeshifting,Soul Manipulation,Soul Resistance,Stamina,Super Speed,Super Strength,Swordsmanship,Time Manipulation Resistance,Vehicular Mastery,Weapons Master,Wing Manifestation,Agility,Air Control,Clairvoyance Resistance,Corruption Resistance,Curse Resistance,Dexterity,Electricity Resistance,Energy Resistance,Hellfire Manipulation,Holy Manipulation,Holy Resistance,Illusion Resistance,Interstellar Travel,Latent Abilities,Marksmanship,Mind Control,Portal Creation,Regeneration,Social Influencing,Stealth,Telepathy,Telepathy Resistance,Toxin and Disease Resistance,Jump,Magic",Arrowverse - DC Television Universe,Neutral,Male
Luke Fox,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Madame Xanadu,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Magenta,55,6,6,10,20,10,1,"Metal Manipulation,Shapeshifting",Arrowverse - DC Television Universe,Neutral,Female
Mallus,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Manchester Black,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Manny,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,Male
Marcus Pierce,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Marquis Jet,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Martha Kent,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Maxima,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Maxwell Lord,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Maze,60,5,8,15,50,85,1,"Agility,Demon Physiology,Durability,Endurance,Enhanced Senses,Immortality,Intelligence,Master Martial Artist,Possession,Reflexes,Stamina,Super Speed,Super Strength,Accelerated Healing,Shapeshifting,Telekinesis,Weapons Master,Unholy Manipulation",Arrowverse - DC Television Universe,Good,Female
Metallo,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Michael Demiurgos (Flaming Sword),0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Michael Demiurgos,100,25,100,25,60,90,4,"Immortality,Nigh-Omnipresence,Nigh-Omniscience,Angel Physiology",Arrowverse - DC Television Universe,,
Mirror Master,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Mirror Monarch,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Mister Terrific,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Mister Zsasz,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Mnemoth,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Mon-El,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Morgan Edge,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Murmur,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Music Meister,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Neutral,Male
Naomi,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Nash Wells,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Neron,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Non,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Nora Darhk,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Neutral,Female
Norvok,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Nyssa Al Ghul,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Nyxly,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Ocean,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Painkiller,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Papa Midnite,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Pariah,55,75,75,55,60,50,4,"Durability,Energy Constructs,Energy Manipulation,Flight,Force Fields,Godly Physiology,Intelligence,Light Control,Stamina,Super Speed,Super Strength,Teleportation,Accelerated Healing,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Sight,Heat Resistance,Immortality,Indomitable Will,Invulnerability,Levitation,Master Tactician,Stealth,Toxin and Disease Resistance,Reality Warping",Arrowverse - DC Television Universe,Good,Male
Percy Odell,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Pied Piper,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Plastique,60,5,1,10,15,15,1,"Enhanced Condition,Explosion Manipulation,Weapons Master,Master Tactician",Arrowverse - DC Television Universe,Bad,Female
Plunder,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Professor Ivo,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Professor Pyg,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Prometheus,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Psych,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Psycho Pirate,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Queen,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Quentin Lance,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Ra's Al Ghul,60,25,25,25,25,70,1,"Intelligence,Longevity,Master Martial Artist,Master Tactician,Peak Human Condition,Preparation,Stealth,Swordsmanship,Weapon-based Powers,Weapons Master,Accelerated Healing,Acrobatics,Resurrection",Arrowverse - DC Television Universe,Bad,Male
Ragman,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Rainbow Raider,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Ravager,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Reactron,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Red Tornado,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Reign,80,100,95,65,80,80,3,"Accelerated Development,Accelerated Healing,Adaptation,Cold Resistance,Corruption Resistance,Dimensional Travel,Durability,Empathy,Endurance,Energy Absorption,Energy Beams,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Extrasensory Perception,Fire Resistance,Flight,Heat Resistance,Intelligence,Invulnerability,Jump,Longevity,Master Martial Artist,Mind Control Resistance,Multiple Personalities,Reflexes,Sonic Scream,Sound Manipulation,Stamina,Super Breath,Super Speed,Super Strength,Telepathy Resistance,Toxin and Disease Control,Toxin and Disease Resistance,Vision - Heat,Vision - Infrared,Vision - Microscopic,Vision - Telescopic,Vision - X-Ray,Absorption,Dark Magic,Electro-Magnetism Manipulation,Indomitable Will,Swordsmanship",Arrowverse - DC Television Universe,Bad,Female
Remiel,80,25,50,25,70,95,4,"Accelerated Healing,Angel Physiology,Enhanced Senses,Heal,Hunters Instinct,Immortality,Invulnerability,Master Martial Artist,Reflexes,Stealth,Super Speed,Super Strength,Wing Manifestation,Agility,Dimensional Travel,Flight,Indomitable Will",Arrowverse - DC Television Universe,Good,Female
Renee Montoya,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Reverb,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
